Category,Restaurant Name,Price_Range_Int,google_place_id,google_formatted_address,google_lat,google_lng,google_types
Mexican,Burrito Time,,ChIJ4apmI-U1K4gR2wdcxRWZhPI,"651 College St, Toronto, ON M6G 1B7",43.6548629,-79.416001,"thai_restaurant,restaurant,food,point_of_interest,establishment"
Mexican,Toucan Taco Bar,,ChIJxx8w4Xk1K4gRqj3gTHJD-84,"1082 Queen St W, Toronto, ON M6J 1H8",43.6437492,-79.4219151,"restaurant,food,point_of_interest,establishment"
Mexican,Bandido’s Mexican Restaurant,,ChIJW9BCld40K4gRGS8xUsds3-s,"552 King St W, Toronto, ON M5V 1M3",43.6448778,-79.398798,"mexican_restaurant,restaurant,food,point_of_interest,establishment"
Mexican,Lizzie’s Mexican Fiesta,,ChIJFYu8U2Y1K4gRPjc2eVBU6Vc,"21 Kensington Ave, Toronto, ON M5T 2J8",43.6531807,-79.3998597,"restaurant,food,point_of_interest,establishment"
Mexican,Mucho Buritto,,ChIJqVmmFQzO1IkR0lAWhEUjGzw,"2000 Eglinton Ave E bldg h, Scarborough, ON M1L 2M6",43.7292355,-79.283071,"mexican_restaurant,catering_service,fast_food_restaurant,food_delivery,vegan_restaurant,vegetarian_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Mexican,MR. Burrito Plus,1,ChIJqVBC1880K4gRRUfgHn5qLzE,"69 Duncan St, Toronto, ON M5V 1Z9",43.6500592,-79.3891865,"mexican_restaurant,restaurant,point_of_interest,food,establishment"
Mexican,Orly Grill,,ChIJ61W0qHYyK4gR65ATrAwBtW8,"660 Sheppard Ave W, North York, ON M3H 2S5",43.7550769,-79.4421535,"middle_eastern_restaurant,lebanese_restaurant,mediterranean_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Middle Eastern,Tabülè Middle Eastern Cuisine,2,ChIJgQkoAXLL1IkRrda8NSn72tY,"810 Queen St E, Toronto, ON M4M 1H6",43.6597701,-79.3463697,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Pomegranate Restaurant,2,ChIJG1zf3Os0K4gRGvUia4Zrqno,"420 College St, Toronto, ON M5T 1T3",43.6568089,-79.4069479,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Tabule Restaurant,2,ChIJ9XmDyz4zK4gRDVYIxWHrasQ,"2009 Yonge St, Toronto, ON M4S 1Z8",43.7009687,-79.3968883,"middle_eastern_restaurant,lebanese_restaurant,meal_delivery,meal_takeaway,vegetarian_restaurant,food_delivery,bar,restaurant,point_of_interest,food,establishment"
Middle Eastern,Fat Pasha,3,ChIJRzxXBJs0K4gRGlDJ5_mt5NA,"414 Dupont St, Toronto, ON M5R 1V9",43.6738449,-79.4117562,"middle_eastern_restaurant,bar,restaurant,food,point_of_interest,establishment"
Middle Eastern,Souk Tabule,2,ChIJv4SJ9hTL1IkR-9dWRMESUNE,"494 Front St E, Toronto, ON M5A 0J1",43.6538167,-79.3544417,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shish Kabab Express,1,ChIJh7m-uMs0K4gR2gMO0sJUa4k,"112 Dundas St W, Toronto, ON M5G 1C3",43.6557142,-79.384236,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Arabesque Middle Eastern Foods,1,ChIJI6asTFc0K4gRbeOsgdHLJ08,"1068 College St, Toronto, ON M6H 1A5",43.6530671,-79.4309391,"lebanese_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Laziza,1,ChIJkdqAS140K4gR9_qRfgh8ePk,"950 Bloor St W, Toronto, ON M6H 1L6",43.6614667,-79.4284333,"mediterranean_restaurant,fast_food_restaurant,meal_delivery,food_delivery,middle_eastern_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Middle Eastern,Paramount Butcher Shop,,ChIJG2XkSyMzK4gRd9nSTHmq5H8,"2313 Yonge St, Toronto, ON M4P 2C6",43.7078577,-79.3983804,"food_store,food,point_of_interest,store,establishment"
Middle Eastern,Kebaberie Yorkville,2,ChIJvZrS5KQ0K4gRJ3EeIqAbvok,"55 Avenue Rd, Toronto, ON M5R 2G3",43.6713223,-79.3947377,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Mandy Restaurant,,ChIJY3oEzEQ1K4gRyWeGlc7OWT4,"110 Bloor St W, Toronto, ON M5S 2W7",43.6696915,-79.3922744,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Ghazale,1,ChIJE7vArfE0K4gRt7DzMW36adA,"661 College St, Toronto, ON M6G 1B7",43.6549321,-79.4163478,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Shawarma House,,ChIJ__8_CTvL1IkRVe8FL5oCIIE,"222 The Esplanade, Toronto, ON M5A 4M8",43.6497298,-79.3652996,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Mystic Muffin,1,ChIJU9e-OjHL1IkRjgh_I1LMbHI,"113 Jarvis St, Toronto, ON M5C 2H4",43.6525083,-79.3725167,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Altona Kebob,1,ChIJD0M1lQMtK4gR1TdpR0twF6U,"6099 Yonge St, North York, ON M2M 3W5",43.7911954,-79.4178474,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Diwan,2,ChIJM4ap26DN1IkRE5y_XUbXV3c,"Aga Khan Museum, 77 Wynford Dr, North York, ON M3C 1K1",43.7249763,-79.3320769,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Ali Baba,1,ChIJA-curpLL1IkRO2Tl6toK2F0,"73 Queen St E, Toronto, ON M5C 1R8",43.6530105,-79.376058,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Ghazale,,ChIJy_wQpTU0K4gRk0PZDl33NCU,"327 Roncesvalles Ave, Toronto, ON M6R 2M6",43.6488534,-79.4498738,"middle_eastern_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Taste of Sri Lanka,,ChIJLV0uezLL1IkRRowzCrK-39M,"7 King St E, Toronto, ON M5C",43.6492492,-79.3770373,"point_of_interest,establishment"
Middle Eastern,Chicken Idol,1,ChIJUerAAUzL1IkRxTsejxapKng,"140 Carlton St., Toronto, ON M5A 3W7",43.6629581,-79.3748356,"restaurant,fast_food_restaurant,food,point_of_interest,establishment"
Middle Eastern,Petra Shawarma,1,ChIJ_ZV3o-o3K4gRmVg0RVv6Ec8,"5280 Dundas St W unit b, Etobicoke, ON M9B 1A9",43.6378882,-79.5393929,"middle_eastern_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Sandy’s Cuisine & Cafe,,ChIJSWQnqafO1IkRWSR6jOv9sjY,"941 Kingston Rd, Toronto, ON M4E 1S8",43.6803753,-79.2879253,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Torsh Catering Kitchen,2,ChIJYVf1s0w1K4gRjxPZ7K63bvw,"705 College St, Toronto, ON M6G 1C2",43.6549898,-79.4180837,"restaurant,acai_shop,cafe,brazilian_restaurant,health,point_of_interest,food_store,food,store,establishment"
Middle Eastern,Schnitzel Hub Express,1,ChIJX2c6ppY0K4gRmrwezcFHQ3Y,"402 Bloor St W, Toronto, ON M5S 1X5",43.6659814,-79.4077476,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Patisserie Royale,1,ChIJT9-U5PbN1IkRN6EsCYfBq-E,"1415 Kennedy Rd #26, Scarborough, ON M1P 2L6",43.7648837,-79.279588,"bakery,dessert_shop,confectionery,food_store,food,point_of_interest,store,establishment"
Middle Eastern,Somethin’ 2 Talk About,1,ChIJuaYsRATL1IkRXtqca_ikq7k,"76 Gerrard St E, Toronto, ON M5G 2A7",43.6600633,-79.3781603,"thai_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Crown Pastries,2,ChIJNeaMYwDS1IkRAXzXdYxlwnc,"2086 Lawrence Ave E, Scarborough, ON M1R 2Z5",43.7462956,-79.2931235,"middle_eastern_restaurant,bakery,wholesaler,dessert_shop,confectionery,restaurant,point_of_interest,food_store,food,store,establishment"
Middle Eastern,Tasty Shawarma,1,ChIJ79WzVk_S1IkRtHgWpUtOqoI,"2993 Sheppard Ave E, Scarborough, ON M1T 3J5",43.7759555,-79.3183733,"middle_eastern_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Jerusalem Shawarma,1,ChIJE8lyLIE2K4gRh8gPxzXtU3k,"2209 Bloor St W, Toronto, ON M6S 2X9",43.6510068,-79.4757716,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Dundas Shawarma,1,ChIJy91uveg0K4gR-SuvIh4p4nw,"768 Dundas St W, Toronto, ON M6J 1T8",43.6522195,-79.4071516,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Tabule Middle Eastern Cuisine,2,ChIJ9e8Y3EstK4gRGVjZNZGwIiM,"2901 Bayview Ave, North York, ON M2K 1E6",43.7686148,-79.3862693,"middle_eastern_restaurant,lebanese_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Shawarma Boss,1,ChIJxYL-wQrO1IkRAnyVDFrwZGg,"8g, 1921 Eglinton Ave E, Scarborough, ON M1L 2L6",43.7268738,-79.2876533,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Ghazale,1,ChIJVagxWPE1K4gRcrYlOFPBqjE,"4 Walmer Rd, Toronto, ON M5R 2W3",43.666522,-79.4057946,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habiba,,ChIJz5FJ8do0K4gRjPe6jugazIk,"126 Peter St, Toronto, ON M5V 2G7",43.6481602,-79.3934448,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shawarma Guys,1,ChIJwQspY9U0K4gRoZAeKz1I30g,"218 Queens Quay W, Toronto, ON M5J 2Y6",43.6400781,-79.3824464,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habiba Home of Middle Eastern Cuisine,2,ChIJ71R1HKUxK4gREbwRMnlPilI,"1806 Jane St, York, ON M9N 2T3",43.7068796,-79.5052084,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Sindebad Restaurant,,ChIJMzj_3sE0K4gR5oOSsr4ZRkY,"339 College St, Toronto, ON M5T 1S2",43.6571629,-79.402669,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Taste of Shawarma,1,ChIJ50-3S-ozK4gRiX7nB9FiDe0,"2488 Dufferin St, Toronto, ON M6B 3R1",43.7010542,-79.4521033,"middle_eastern_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habibi Shawarma,1,ChIJx2dugak1K4gRJlGzzWEIZS0,"1214 King St W, Toronto, ON M6K 1G4",43.6390686,-79.4280266,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Hatay shawarma,,ChIJSeaMnnTO1IkRT53vbCCvXgw,"773 Warden Ave., Scarborough, ON M1L 4B7",43.7239362,-79.2847851,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Dounia Restaurant,,ChIJ12VU2wTS1IkRwKjOm6xNySU,"1131 Warden Ave., North York, ON M1R 2R9",43.7545219,-79.2982975,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Johnny’s Shawarma,1,ChIJb6AN0o3R1IkRZHkD4fw6P70,"1904 Kennedy Rd, Scarborough, ON M1P 2L8",43.7668618,-79.2818753,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Ashpazkhoune,,ChIJQbSaDcI0K4gR7_FwWNjy6Bk,"214 Augusta Ave, Toronto, ON M5T 2L8",43.6546767,-79.4023373,"mexican_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Sido Shawarma,2,ChIJ05Y3WPE5K4gRWHFwZdPVMCc,"6465 Airport Rd, Mississauga, ON L4V 1R8",43.6933935,-79.6277555,"mediterranean_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Ghazale,1,ChIJpf88_zRIK4gRrMoOpYjpPr8,"3180 Lake Shore Blvd W, Etobicoke, ON M8V 4B7",43.5979699,-79.5191064,"middle_eastern_restaurant,vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Roses New York,2,ChIJt4An4iA1K4gRpeCxn6nY8qU,"135 Fort York Blvd, Toronto, ON M5V 0E3",43.63889,-79.3989655,"restaurant,point_of_interest,food,establishment"
Middle Eastern,The Kebab House,,ChIJPRvRHs9JK4gRhT6HAV5r2rU,"2977 Lake Shore Blvd W, Etobicoke, ON M8V 1B7",43.6002656,-79.5066732,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Eat A Pita,1,ChIJHx7cwY0vK4gR8RxER0CS_qA,"9421 Jane St Unit 124, Maple, ON L6A 4J3",43.8364802,-79.5333289,"restaurant,point_of_interest,food,establishment"
Middle Eastern,ShawerMama,,ChIJq6r-EMI0K4gR-V24Ie0t--w,"251 Augusta Ave, Toronto, ON M5T 2L8",43.6550702,-79.4020168,"point_of_interest,establishment"
Middle Eastern,The Empire,1,ChIJTytn1V00K4gRtf1Qw3BRrtQ,"1018 Bloor St W, Toronto, ON M6H 1M2",43.6609336,-79.4310042,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habiba,1,ChIJS2uepkDQ1IkRzsXz3bLbFYg,"3495 Lawrence Ave E, Scarborough, ON M1H 2A2",43.7580666,-79.2272458,"middle_eastern_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,The Hummussiah,,ChIJrcm7bDXL1IkRJOfAyHY-ooI,"113 Bond St, Toronto, ON M5B 1Y2",43.6571728,-79.3785148,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Ali Baba’s Middle Eastern Food,1,ChIJX72eeR01K4gR7qA7C7uPweQ,"901 King St W, Toronto, ON M5V 1P5",43.6419138,-79.4115364,"middle_eastern_restaurant,barbecue_restaurant,catering_service,mediterranean_restaurant,food_delivery,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shawarma 360,2,ChIJByt1GJDR1IkR73Dk-iS_YvA,"1 William Kitchen Rd, Scarborough, ON M1P 5B7",43.7708163,-79.2782926,"middle_eastern_restaurant,hamburger_restaurant,mediterranean_restaurant,fast_food_restaurant,american_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shawarma Max,1,ChIJEW4nfGUtK4gR6w2Xglglsu4,"5171 Yonge St, North York, ON M2N 5P5",43.7699231,-79.4128004,"middle_eastern_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habibiz Restaurant & Cafe,2,ChIJ__-PC9bW1IkRN6343ol1rtk,"2761 Markham Rd, Toronto, ON M1X 0A4",43.8213424,-79.2463043,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Shisha&Co,,ChIJVc1QlSw1K4gRGxJzPKcWvPE,"542 Yonge St, Toronto, ON M4Y 1Y8",43.6642192,-79.3844822,"point_of_interest,establishment"
Middle Eastern,Anoush Middle Eastern Cuisine,1,ChIJMTv_5ng1K4gRiU4JEfSkRvM,"384 College St, Toronto, ON M5T 1S7",43.6570667,-79.4054176,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shawarma’s King,1,ChIJW33FCTTL1IkRdJQL0NPouoo,"60 Queen St E, Toronto, ON M5B 1Y4",43.6533382,-79.375638,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Best Shawarma Place,,ChIJodpBVyg1K4gRlFRR4nOCn1w,"987 Bay St., Toronto, ON M5S 3C4",43.6651439,-79.3872331,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Shawarma Station,,ChIJqzwu6V43K4gRhEHZjCG7qd4,"2202 Bloor St W, Toronto, ON M6S 1N4",43.6514138,-79.475604,"middle_eastern_restaurant,mediterranean_restaurant,fast_food_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Oma kolsoom,,ChIJM0eWFfzR1IkRsY3clwhlo1s,"2173 Lawrence Ave E, Toronto, ON M1P 2P6",43.7472917,-79.2838506,"chinese_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Sam’s Shawarma & Donair,,ChIJCdwGgAg6K4gRcTbRzMx5nJI,"1910 Kipling Ave, Etobicoke, ON M9W 4J1",43.7043712,-79.5638452,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Habeebe’s Shawarma,1,ChIJb4AVYNU0K4gRs93LCj-Ohps,"218 Queens Quay W, Toronto, ON M5J 2Y6",43.6400781,-79.3824464,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Sequoia Cafe & Bar,,ChIJvex7qgDS1IkRkxsy4f4Uots,"2034 Lawrence Ave E, Scarborough, ON M1R 2Z3",43.7457554,-79.295783,"bar,point_of_interest,establishment"
Middle Eastern,Ali Baba Shawarma,,ChIJA-curpLL1IkRO2Tl6toK2F0,"73 Queen St E, Toronto, ON M5C 1R8",43.6530105,-79.376058,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Today’s Shawarma,,ChIJIzkGNaPL1IkRbPo1rjJAqd8,"1608 Queen St E, Toronto, ON M4L 1G2",43.6664028,-79.3169374,"middle_eastern_restaurant,mediterranean_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Middle Eastern,Kababesh Biryani Hut,,ChIJezza_rMxK4gR-2x39T23_7U,"36A Rexdale Blvd, Etobicoke, ON M9W 5Z3",43.7139797,-79.5583854,"restaurant,catering_service,food_delivery,food,point_of_interest,establishment"
Middle Eastern,Wrap & Grab,1,ChIJf-xHHgA1K4gRmxSJlpbQ0yQ,"618 Yonge St, Toronto, ON M4Y 1Z3",43.6659093,-79.3851723,"coffee_shop,cafe,food_store,store,food,point_of_interest,establishment"
Middle Eastern,Anoush Shawarma,1,ChIJc49De9c0K4gRWIwNFf0uElE,"330 Front St W, Toronto, ON M5V 3A4",43.6437656,-79.3912432,"middle_eastern_restaurant,meal_takeaway,restaurant,point_of_interest,food,establishment"
Middle Eastern,Alexandria Cafe,1,ChIJvWWeQPjN1IkR3uHlyEP-TfY,"1940 Lawrence Ave E, Scarborough, ON M1R 2Y7",43.7446712,-79.3000218,"middle_eastern_restaurant,restaurant,point_of_interest,food,establishment"
Middle Eastern,Sharwarma Guy,,ChIJwQspY9U0K4gRoZAeKz1I30g,"218 Queens Quay W, Toronto, ON M5J 2Y6",43.6400781,-79.3824464,"middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Taha’s Restaurant,,ChIJ7a-goYfM1IkRZ33vpjCwWVs,"1008 Danforth Ave, Toronto, ON M4J 1M1",43.6806767,-79.3368682,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Ibrahim Pizza & Bbq,1,ChIJIQbHlvjN1IkRw-T7F_Nlab4,"1967 Lawrence Ave E, Scarborough, ON M1R 2Z2",43.7445294,-79.2974012,"barbecue_restaurant,fast_food_restaurant,middle_eastern_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Grill Hut,2,ChIJrxjwH0MzK4gRZMrBMNu9tzE,"1560 Yonge St, Toronto, ON M4T 2S9",43.6895773,-79.3949855,"restaurant,point_of_interest,food,establishment"
Middle Eastern,Garden of Eden Sport Bar & Restaurant,,ChIJUa8uEOEvK4gRozGUZzz1P9I,"4801 Steeles Ave W, North York, ON M9L 2W1",43.7706478,-79.5414099,"restaurant,bar,food,point_of_interest,establishment"
Middle Eastern,Mama’s Sweets,,ChIJ5b3HgcPT1IkR2m5mvuViz84,"2022 Sheppard Ave E, North York, ON M2J 4T8",43.7756261,-79.3309039,"dessert_shop,confectionery,food_store,food,point_of_interest,store,establishment"
Middle Eastern,Al-Madina Restaurant and Catering,,ChIJsVuWqCHN1IkR4K8fF4y_YDo,"1067 Danforth Ave, Toronto, ON M4J 1M1",43.6804894,-79.3356638,"grocery_store,food_store,store,food,point_of_interest,establishment"
Middle Eastern,Best Grill,,ChIJlSAXz3MuK4gRRp7IEg6rcVs,"2215 Steeles Ave W, North York, ON M3J 0L2",43.785254,-79.4778188,"restaurant,food,point_of_interest,establishment"
Middle Eastern,Anush Middle Eastern Cuisine,1,ChIJb9D_AwIyK4gRbiYnwHF6gTE,"170 Rimrock Rd, North York, ON M3J 0G9",43.7586294,-79.4662145,"middle_eastern_restaurant,mediterranean_restaurant,restaurant,food,point_of_interest,establishment"
Middle Eastern,Shwarma,,ChIJ50-3S-ozK4gRiX7nB9FiDe0,"2488 Dufferin St, Toronto, ON M6B 3R1",43.7010542,-79.4521033,"middle_eastern_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Modern European,Barnsteiner’s,3,ChIJY1lEWVozK4gR22yVhtzFeX8,"1 Balmoral Ave, Toronto, ON M4V 3B9",43.6857068,-79.3933216,"restaurant,food,point_of_interest,establishment"
Modern European,Sarajevo Grill & Meat,2,ChIJJeo_zvM3K4gRiCY1Bw0A60w,"225 The East Mall, Toronto, ON M9B 6J1",43.6324138,-79.5524054,"restaurant,point_of_interest,food,establishment"
Modern European,Bebo’s Authentic Grill,2,ChIJ43BZyR5IK4gRabQxAj_bgAo,"533 Evans Ave., Etobicoke, ON M8W 2V4",43.6120807,-79.5417691,"point_of_interest,food,establishment"
Modern European,Amber European Restaurant,2,ChIJ10rZ-YQ3K4gR7PJIorqDZK4,"2372 Bloor St W, Toronto, ON M6S 1P5",43.6500184,-79.4820074,"restaurant,food,point_of_interest,establishment"
Modern European,Karelia Kitchen,2,ChIJwwL0ok01K4gRg95lhvfdYs4,"1194 Bloor St W, Toronto, ON M6H 1N2",43.6595496,-79.4380699,"restaurant,food,point_of_interest,establishment"
Modern European,Platinum Club,4,ChIJHxfrYCvL1IkRtxJeaYsit3w,"Scotiabank Arena, 40 Bay St., Toronto, ON M5J 2X2",43.6437007,-79.3784421,"restaurant,food,point_of_interest,establishment"
Modern European,Cafe Melektaus,1,ChIJQQoZ_5I1K4gRx4TxpdtfXkk,"1078 Bathurst St, Toronto, ON M5R 3G9",43.6724821,-79.4143711,"restaurant,bar,food,point_of_interest,establishment"
Modern European,Mihalis Place Dining,2,ChIJFVePLaDM1IkRmt5dvIz3z5I,"791 Broadview Ave, Toronto, ON M4K 2P8",43.6776536,-79.3584358,"restaurant,point_of_interest,food,establishment"
Modern European,Legion,,ChIJmeWspBjM1IkRz2H9sAeSUao,"9 Dawes Rd, Toronto, ON M4C 5A8",43.6880147,-79.2968126,"point_of_interest,establishment"
Moroccan,Atlas,4,ChIJqaqa3KA0K4gREFS4zf378ao,"18 Dupont St, Toronto, ON M5R 1V2",43.6772485,-79.3983341,"restaurant,point_of_interest,food,establishment"
Moroccan,Marjane Cafe,,ChIJ_Vm4gqE0K4gR-Cm7UK0ttJU,"170 Bedford Rd, Toronto, ON M5R 1J8",43.6752059,-79.4001843,"cafe,food,point_of_interest,establishment"
Moroccan,Casablanca Cafe,,ChIJXyeyz2TM1IkR0P9bvvCOCBA,"1393 Danforth Ave, Toronto, ON M4J 1N2",43.6823012,-79.3276121,"restaurant,food,point_of_interest,establishment"
Noodles,Landing Noodles,,ChIJ8amUycE0K4gRYYreNO1YkbI,"298 College St, Toronto, ON M5T 1R9",43.6578614,-79.4016046,"restaurant,food,point_of_interest,establishment"
Noodles,Panpan Noodle Bar,1,ChIJH7qJ_Gs1K4gROOc01PxvwDI,"23 Baldwin St 2nd Floor, Toronto, ON M5T 1L1",43.655975,-79.39299,"restaurant,food,point_of_interest,establishment"
Noodles,Vietnam Lovely Noodle,2,ChIJORaaj5Y0K4gRYBQuIACSfIA,"378 Bloor St W, Toronto, ON M5S 1X2",43.6662979,-79.4062721,"vietnamese_restaurant,restaurant,point_of_interest,food,establishment"
Noodles,Thai Noodle,2,ChIJ16I50MM0K4gRSXGjHkckXpQ,"62 Vaughan Rd, Toronto, ON M6G 2N4",43.6824671,-79.419944,"thai_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Kincious noodle house,,ChIJg9cGd2MtK4gRHzVl7b-0MIQ,"4750 Yonge St Unit#141, North York, ON M2N 5M6",43.7602117,-79.4114947,"asian_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Sorn Thai Restaurant,2,ChIJ5_z4eSEzK4gRE7-8VqpxTgM,"2550 Yonge St, Toronto, ON M4P 2J2",43.7133474,-79.4000383,"thai_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Gohyang Restaurant,2,ChIJo-9OWKM3K4gRXb7W8Ku7_IA,"5096 Dundas St W, Etobicoke, ON M9A 1C2",43.6449713,-79.5327411,"chinese_restaurant,restaurant,point_of_interest,food,establishment"
Noodles,Vietnam Noodle Star,1,ChIJB8EHrF_R1IkRv17ZULnD-es,"4188 Finch Ave E, Scarborough, ON M1S 4T6",43.8046354,-79.2873289,"vietnamese_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Silk Thai Restaurant,2,ChIJjfNkwCE0K4gRcMLiTy0ZdRo,"2907 Dundas St W, Toronto, ON M6P 1Z1",43.6653395,-79.4663043,"thai_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Joy Thai Restaurant,2,ChIJ3UuyWAAzK4gR4usmACKW3PU,"3321 Yonge St, Toronto, ON M4N 2L6",43.730788,-79.4034895,"thai_restaurant,restaurant,food,point_of_interest,establishment"
Noodles,Hua Sang Seafood Restaurant,2,ChIJof9Rb8Y0K4gRAeXNfJRXGNg,"43 Baldwin St, Toronto, ON M5T 1Y9",43.655738,-79.393711,"seafood_restaurant,asian_restaurant,chinese_restaurant,restaurant,point_of_interest,food,establishment"
Noodles,Thai Room,,ChIJ-2cz6A41K4gRlAUdQeO9sps,"719 College St, Toronto, ON M6G 1C2",43.6550508,-79.418574,"thai_restaurant,fine_dining_restaurant,seafood_restaurant,vegan_restaurant,vegetarian_restaurant,bar,restaurant,food,point_of_interest,establishment"
Pakistani,Very Peri Chicken,2,ChIJH21ali3S1IkRHCRxiogEADg,"3551 Sheppard Ave E, Scarborough, ON M1T 3K8",43.7800117,-79.2998901,"restaurant,meal_delivery,food_delivery,meal_takeaway,food,point_of_interest,establishment"
Pakistani,Bandu Khan Grill Restaurant,,ChIJN8Ff-YM6K4gR1qkjUf_IKVw,"2642 Islington Ave, Etobicoke, ON M9V 2X5",43.7379952,-79.5662609,"fine_dining_restaurant,meal_delivery,food_delivery,indian_restaurant,meal_takeaway,restaurant,food,point_of_interest,establishment"
Pan Asian,Blooming Rose Pan Asian Cuisine,,ChIJFzjujK40K4gRjTwmJfPKaec,"813 Yonge St, Toronto, ON M4W 2G8",43.6723759,-79.3874401,"chinese_restaurant,asian_restaurant,restaurant,food,point_of_interest,establishment"
Pan Asian,Green Onion Pan Asian Cuisine,1,ChIJg_PaW8k0K4gR3v9FU5kJHcM,"175 Dundas St W, Toronto, ON M5G 1C7",43.6550417,-79.3863481,"thai_restaurant,asian_restaurant,sushi_restaurant,meal_delivery,food_delivery,meal_takeaway,japanese_restaurant,restaurant,food,point_of_interest,establishment"
Persian/Iranian,Queen of Persia,3,ChIJ-WMpAoAzK4gR6J4KRZIxzGc,"672A St Clair Ave W, Toronto, ON M6C 1B1",43.6819329,-79.4253623,"fine_dining_restaurant,art_gallery,restaurant,point_of_interest,food,establishment"
Persian/Iranian,Sheherzade Persian Grill And Dizi,2,ChIJyZUX3es0K4gRhljPKrqBGac,"422 College St, Toronto, ON M5T 1T3",43.6567659,-79.4070389,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Persian/Iranian,Takht-e Tavoos,2,ChIJc2R_7FA0K4gRzDBLSN-ncf8,"1120 College St, Toronto, ON M6H 1B5",43.6525999,-79.4331472,"breakfast_restaurant,restaurant,food,point_of_interest,establishment"
